date,PFIX_close
2025-12-10,47.1853
2025-12-11,47.2511
2025-12-12,48.1912
2025-12-15,48.3886
2025-12-16,47.7400
2025-12-17,47.8998
2025-12-18,47.5801
2025-12-19,47.3921
2025-12-22,47.6742
2025-12-23,47.4165
2025-12-24,46.6037
2025-12-26,46.7920
2025-12-29,46.0487
2025-12-30,46.3361
2025-12-31,47.5056
2026-01-02,48.7545
2026-01-05,47.7138
2026-01-06,47.1488
2026-01-07,46.4154
2026-01-08,46.5472
2026-01-09,45.8405
2026-01-12,46.7127
2026-01-13,45.9991
2026-01-14,45.6621
2026-01-15,45.5234
2026-01-16,45.9099
2026-01-20,48.6356
2026-01-21,46.8317
2026-01-22,46.1379
2026-01-23,45.7216
2026-01-26,45.2062
2026-01-27,45.4049
2026-01-28,45.6929
2026-01-29,46.2691
2026-01-30,47.1531
2026-02-02,47.4213
2026-02-03,47.4809
2026-02-04,47.4114
2026-02-05,46.5174
2026-02-06,46.2591
2026-02-09,46.5372
2026-02-10,45.0671
2026-02-11,45.2161
2026-02-12,44.0142
2026-02-13,42.9613
2026-02-17,42.9911
2026-02-18,42.8619
2026-02-19,42.9414
2026-02-20,42.9116
2026-02-23,42.6136
2026-02-24,42.4244
2026-02-25,42.0660
2026-02-26,41.6578
2026-02-27,41.3591
2026-03-02,42.0262
2026-03-03,42.9024
2026-03-04,42.0959
2026-03-05,42.6435
2026-03-06,43.8084
2026-03-09,43.0019
2026-03-10,43.2807
2026-03-11,45.6503
2026-03-12,45.8296
2026-03-13,46.3672
2026-03-16,45.4412
2026-03-17,45.3417
2026-03-18,45.8495
2026-03-19,44.6348
2026-03-20,48.4381
2026-03-23,47.1438
2026-03-24,46.7953
2026-03-25,46.7256
2026-03-26,48.7212
2026-03-27,49.4895
2026-03-30,48.0227
2026-03-31,46.1270
2026-04-01,45.3986
2026-04-02,44.8997
2026-04-06,44.8199
2026-04-07,45.8576
2026-04-08,44.9696
2026-04-09,45.1292
2026-04-10,45.1292
2026-04-13,44.5206
2026-04-14,43.7523
2026-04-15,43.9119
2026-04-16,44.5006
2026-04-17,44.2711
2026-04-20,44.9895
2026-04-21,44.7451
2026-04-22,44.8488
2026-04-23,44.3509
2026-04-24,44.7700
2026-04-27,45.8700
2026-04-28,45.8200
2026-04-29,46.9000
2026-04-30,47.6300
2026-05-01,46.8000
